Unit is Amprere per meter (e-11)

#	Value 	X 	Y 	Z 	Time

196	4.9799485	-0.73282045	-1.8489152	-4.5655637	0:30:9:446
197	4.9863095	-0.7389528	-1.8673124	-4.5640306	0:30:9:497
198	4.955263	-0.7174895	-1.9117723	-4.5149713	0:30:9:542
199	4.9581017	-0.7174895	-1.8826433	-4.530302	0:30:9:576
200	4.9617405	-0.7113571	-1.86118	-4.5441003	0:30:9:627
201	4.9708247	-0.73128736	-1.8627131	-4.5502324	0:30:9:674
202	4.9532886	-0.68376136	-1.9117723	-4.5180373	0:30:9:708
203	4.9270687	-0.65003324	-1.956232	-4.475111	0:30:9:744
204	4.9819	-0.7082909	-1.9117723	-4.5456333	0:30:9:791
205	4.98222	-0.7220888	-1.8964412	-4.5502324	0:30:9:828
206	4.96898	-0.73282045	-1.8979743	-4.533368	0:30:9:873
207	4.958788	-0.7082909	-1.9025736	-4.52417	0:30:9:912
208	4.9841094	-0.72055566	-1.8872427	-4.556365	0:30:9:958
209	4.980435	-0.7052247	-1.9163715	-4.542567	0:30:9:994
210	4.986474	-0.7052247	-1.9102391	-4.5517654	0:30:10:29
211	4.9835587	-0.72055566	-1.8596468	-4.5670967	0:30:10:76
212	4.971952	-0.69755924	-1.893375	-4.5441003	0:30:10:110
213	4.9797716	-0.68376136	-1.9546989	-4.528769	0:30:10:157
214	4.9965634	-0.6914269	-1.9485666	-4.5486994	0:30:10:192
215	5.0111513	-0.7128902	-1.9424341	-4.5640306	0:30:10:230
216	5.012698	-0.7082909	-1.940901	-4.5670967	0:30:10:277
217	5.0018363	-0.6990923	-1.9378347	-4.557898	0:30:10:327
218	4.9738355	-0.68376136	-1.9179045	-4.5379677	0:30:10:362
219	4.9775786	-0.6960261	-1.8903089	-4.5517654	0:30:10:407
220	4.9628983	-0.694493	-1.878044	-4.5410337	0:30:10:446
221	4.9567604	-0.67302966	-1.9424341	-4.5103717	0:30:10:491
222	4.9575396	-0.66383106	-1.9792284	-4.4965744	0:30:10:531
223	4.9100513	-0.6362353	-1.9807615	-4.447515	0:30:10:575
224	4.8846703	-0.60250723	-1.986894	-4.421452	0:30:10:611
225	4.9134083	-0.6331692	-1.9378347	-4.4705114	0:30:10:646
226	4.9445753	-0.6454339	-1.956232	-4.4950414	0:30:10:688
227	4.958722	-0.6316361	-2.0098903	-4.488909	0:30:10:730
228	4.9267917	-0.6086396	-1.9930264	-4.464379	0:30:10:773
229	4.919381	-0.60097414	-1.9976256	-4.45518	0:30:10:812
230	4.9567547	-0.6699635	-1.9470334	-4.5088387	0:30:10:857
231	4.9664097	-0.679162	-1.9577651	-4.5134377	0:30:10:898
232	4.975234	-0.68376136	-1.9179045	-4.5395007	0:30:10:942
233	4.9648485	-0.679162	-1.8887757	-4.5410337	0:30:10:977
234	4.9674797	-0.6914269	-1.924037	-4.527236	0:30:11:12
235	4.9529824	-0.67609584	-1.9317025	-4.5103717	0:30:11:46
236	4.9722676	-0.6408346	-1.9853609	-4.5134377	0:30:11:92
237	4.9750137	-0.66383106	-1.9776953	-4.5165043	0:30:11:129
238	4.9415116	-0.6852944	-1.9133053	-4.504239	0:30:11:172
239	4.9400387	-0.67762893	-1.9194376	-4.501173	0:30:11:210
240	4.9832344	-0.694493	-1.9455004	-4.5349016	0:30:11:247
241	5.0095806	-0.7159564	-1.9516327	-4.557898	0:30:11:293
242	5.007728	-0.7159564	-1.9179045	-4.570163	0:30:11:330
243	5.017259	-0.7174895	-1.8795772	-4.5962253	0:30:11:376
244	4.9892673	-0.7052247	-1.891842	-4.562497	0:30:11:412
245	4.921066	-0.6684304	-1.9025736	-4.488909	0:30:11:458
246	4.9508634	-0.7021585	-1.9133053	-4.5119047	0:30:11:496
247	4.9728594	-0.7282212	-1.9025736	-4.5364347	0:30:11:530
248	4.9695673	-0.69755924	-1.9163715	-4.531835	0:30:11:574
249	5.009638	-0.726688	-1.9225038	-4.5686297	0:30:11:611
250	5.0304947	-0.75275075	-1.9010404	-4.5962253	0:30:11:648
251	4.97743	-0.72515494	-1.8826433	-4.5502324	0:30:11:692
252	4.9840307	-0.73588663	-1.8811102	-4.556365	0:30:11:731
253	4.989187	-0.7282212	-1.8903089	-4.559431	0:30:11:775
254	4.89373	-0.61783814	-1.9976256	-4.424518	0:30:11:823
255	4.8409944	-0.56571287	-2.0650818	-4.341731	0:30:11:858
256	4.824267	-0.57031214	-2.0696812	-4.320268	0:30:11:906
257	4.909387	-0.66383106	-1.97003	-4.447515	0:30:11:943
258	4.9529448	-0.72055566	-1.8826433	-4.52417	0:30:11:978
259	4.9797406	-0.73588663	-1.8734448	-4.554832	0:30:12:24
260	5.0239444	-0.75734997	-1.9041067	-4.5870266	0:30:12:65
261	5.0365324	-0.79107815	-1.8903089	-4.6008244	0:30:12:107
262	4.969317	-0.7343536	-1.8872427	-4.5379677	0:30:12:145
263	4.9762044	-0.7190226	-1.878044	-4.5517654	0:30:12:192
264	4.9829445	-0.7190226	-1.8995074	-4.5502324	0:30:12:227
265	4.973961	-0.7190226	-1.8979743	-4.5410337	0:30:12:263
266	4.973003	-0.7236219	-1.8826433	-4.5456333	0:30:12:308
267	4.981998	-0.72055566	-1.8964412	-4.5502324	0:30:12:345
268	4.9862504	-0.7052247	-1.9133053	-4.5502324	0:30:12:392
269	4.979141	-0.7006254	-1.92557	-4.5379677	0:30:12:428
270	4.98949	-0.7159564	-1.9286363	-4.5456333	0:30:12:475
271	4.9680815	-0.7006254	-1.9041067	-4.5349016	0:30:12:523
272	4.9992027	-0.7067578	-1.9209708	-4.560964	0:30:12:561
273	5.0351787	-0.7174895	-1.9378347	-4.5916257	0:30:12:609
274	4.971356	-0.6914269	-1.9087061	-4.5379677	0:30:12:658
275	4.9728565	-0.68836063	-1.9209708	-4.5349016	0:30:12:693
276	5.031984	-0.7220888	-1.9531659	-4.580894	0:30:12:743
277	5.0043664	-0.70369166	-1.9209708	-4.5670967	0:30:12:778
278	4.951492	-0.67609584	-1.9025736	-4.5211034	0:30:12:826
279	4.977009	-0.68376136	-1.9225038	-4.5395007	0:30:12:861
280	4.979875	-0.6699635	-1.9455004	-4.5349016	0:30:12:908
281	4.9772	-0.68836063	-1.9393679	-4.531835	0:30:12:946
282	5.001269	-0.72055566	-1.891842	-4.5732293	0:30:12:981
283	4.9935226	-0.7113571	-1.893375	-4.5655637	0:30:13:27
284	4.9752417	-0.68222827	-1.9148384	-4.5410337	0:30:13:76
285	4.9865313	-0.68222827	-1.9041067	-4.557898	0:30:13:125
286	5.016684	-0.7082909	-1.8964412	-4.5900927	0:30:13:164
287	5.018159	-0.7128902	-1.8949082	-4.5916257	0:30:13:208
288	4.973212	-0.68222827	-1.8949082	-4.5471663	0:30:13:245
289	4.9741077	-0.67762893	-1.9025736	-4.5456333	0:30:13:293
290	5.0044036	-0.66689724	-1.9485666	-4.560964	0:30:13:328
291	5.0145884	-0.6607649	-1.9730961	-4.562497	0:30:13:362
292	4.9501743	-0.6408346	-1.9822947	-4.490442	0:30:13:406
293	4.938304	-0.6454339	-1.9684968	-4.482776	0:30:13:448
294	4.982812	-0.6898937	-1.9317025	-4.5410337	0:30:13:492
295	4.9628596	-0.6852944	-1.9179045	-4.525703	0:30:13:529
296	4.963389	-0.694493	-1.9087061	-4.528769	0:30:13:576
297	4.983039	-0.68376136	-1.9163715	-4.5486994	0:30:13:612
298	5.00756	-0.6852944	-1.9286363	-4.570163	0:30:13:658
299	4.9779525	-0.66689724	-1.97003	-4.5226364	0:30:13:695
300	4.9855075	-0.67609584	-1.9577651	-4.5349016	0:30:13:741
